id.exposure	exposure	id.outcome	outcome	b_IVW_MRE	se_IVW_MRE	pval_IVW_MRE	b_IVW_FE	se_IVW_FE	pval_IVW_FE	b_Egger	se_Egger	pval_Egger	Egger_intercept	pval_intercept	Het_IVW_pval	Het_Egger_pval	b_W_Med	se_W_Med	pval_W_Med	b_W_Mod	se_W_Mod	pval_W_Mod	nsnps
met-c-867	Total cholesterol in IDL	ieu-b-18	multiple sclerosis	0.052978140924885	0.092605573157167	0.567265256818251	0.052978140924885	0.0432347604380828	0.220439655621574	-0.0711399634695747	0.14465440965114	0.622865991579796	0.0228085375136661	0.267408965625163	0.000000515988409293369	0.00000223071683953682	-0.0547600134516752	0.0657056365000137	0.40461114341058	-0.0890565255784543	0.0597399325768543	0.136030567920738	12
met-c-959	Phospholipids in chylomicrons and largest VLDL particles	ieu-b-18	multiple sclerosis	-0.283387899023417	0.118228832328103	0.0165324468446525	-0.283387899023417	0.101886693385523	0.00541245934857326	-0.0412027604613888	0.822598573842206	0.960051833105015	-0.0204009385468569	0.765546601168571	0.241299926557198	0.159441639112749	-0.268837691768997	0.133068470854901	0.0433526994159222	-0.224409036988456	0.16007870211979	0.160954990562267	6
met-c-909	Total cholesterol in medium VLDL	ieu-b-18	multiple sclerosis	0.024679879330648	0.0770111438641338	0.748610906746544	0.024679879330648	0.0644005559494904	0.701553216171004	0.0387300595638216	0.351101946184627	0.912163518047772	-0.00136992143132449	0.967190952949549	0.159753622169524	0.112144163424268	0.0857561230719398	0.0918711031873601	0.350593057669874	0.0749453672655891	0.126735371752622	0.554283792815665	11
met-c-922	Concentration of small HDL particles	ieu-b-18	multiple sclerosis	-0.108549987629239	0.0718062062117046	0.13060826446214	-0.108549987629239	0.0718062062117046	0.13060826446214	-0.262704842848007	0.199065727887039	0.186938888439481	0.0202601690870845	0.406374567463114	0.852450485621894	0.881901399247253	-0.122304917479352	0.0847447709114942	0.148959938821222	-0.186779332409927	0.0958163920718009	0.051254079043564	5
met-c-840	Alanine	ieu-b-18	multiple sclerosis	0.00523022472655117	0.111508730938173	0.96258960275816	0.00523022472655117	0.108567798138932	0.961576986660949	-0.304886843885738	0.784352502369417	0.697489568530324	0.0272496492197215	0.688385875930028	0.366917432520438	0.231173839762313	-0.0839223166397341	0.127324543122033	0.509817887659923	-0.0829768346748133	0.140298028264693	0.554230569136646	4
met-c-895	Total cholesterol in LDL	ieu-b-18	multiple sclerosis	0.0288195795696621	0.0836759977628486	0.730531416834989	0.0288195795696621	0.0402505292806885	0.473988271492984	-0.00199078941169656	0.129858936388452	0.987768589801773	0.00611563168419895	0.750842826262574	0.0000000366525461413211	0.0000000198731988281826	-0.0607863314942016	0.0589889025944483	0.302789133442471	-0.0711087316113825	0.057297730380394	0.214591254335179	16
met-c-847	Average number of methylene groups per double bond	ieu-b-18	multiple sclerosis	-0.0120406876047195	0.0669302366031059	0.857231801980717	-0.0120406876047195	0.0496806845736553	0.808500026753779	0.0250376253852915	0.155049507173156	0.871714189158313	-0.00911055354244655	0.783518601377213	0.122775607367284	0.0693386245740415	-0.026348413134748	0.053231250809852	0.620614124104918	-0.036639327977979	0.0553456899403208	0.507965649178639	5
met-c-863	Glycoprotein acetyls	ieu-b-18	multiple sclerosis	0.0551051027408366	0.179082557235974	0.758304671088829	0.0551051027408366	0.0932515021083775	0.554567377243877	0.0768984171259367	0.62769524331381	0.902495791840572	-0.00293315050323213	0.970442287614389	0.0113842557774017	0.00397291274340416	-0.0138639997526231	0.145636540607776	0.924159236360609	0.390708735058639	0.193936020296456	0.0439437504211724	4
met-c-850	Creatinine	ieu-b-18	multiple sclerosis	-0.261724427939476	0.138221633261246	0.0582897113670581	-0.261724427939476	0.125585569668487	0.0371571971975707	-0.762355959716561	1.09550826293196	0.48649616836808	0.0384486561504924	0.644083569399645	0.303784891110723	0.193627097447993	-0.310236578987265	0.155771181863284	0.0464130649128536	-0.44655815758119	0.2481670071166	0.0719513245326252	4
met-c-955	Phospholipids in very small VLDL	ieu-b-18	multiple sclerosis	0.0364700497741498	0.0870965084815338	0.675412387412117	0.0364700497741498	0.0491642758660247	0.458208644614457	0.0293339867596358	0.17796259222567	0.869075965138322	0.0009885937941777	0.962789796092463	0.000174478993984773	0.0000895218036828232	-0.0362277865257749	0.0788819621824187	0.646043312528196	-0.130995043704614	0.0774388536039289	0.0907235502966543	13
met-c-927	Total cholesterol in small VLDL	ieu-b-18	multiple sclerosis	0.0936088799270046	0.123131945220952	0.447115750680855	0.0936088799270046	0.0660932487099142	0.156683207754147	0.360281267942099	0.416760822298507	0.387324430741147	-0.0284675869839978	0.501674371644842	0.000269550144477165	0.000251879220801784	0.0854120849115664	0.102381286000242	0.404137385621331	0.0298715686692312	0.150446921058223	0.84261304005017	10
met-c-940	Valine	ieu-b-18	multiple sclerosis	0.123335546802668	0.122186637889419	0.312781447534703	0.123335546802668	0.105017767839434	0.240224627563999	1.42705442871222	0.72624355583424	0.0494164940122919	-0.130860405412542	0.069643553543669	0.254942127803032	0.680555016381628	0.141488023306208	0.130023925474086	0.276520445035595	0.262687557077682	0.147398185835481	0.0747226943901308	4
met-c-904	Total cholesterol in medium LDL	ieu-b-18	multiple sclerosis	0.0444154431421483	0.0731898274628243	0.543948682124689	0.0444154431421483	0.0420004974930306	0.290284355571188	0.00312434632102898	0.114504457483287	0.978231778466594	0.00798260800317181	0.632200970203111	0.000102466215511514	0.0000712290428158015	-0.0637195137056228	0.0641457539919457	0.320536920531435	-0.0916380857099675	0.0586336051640947	0.118077625455208	15
met-c-874	Total cholesterol in large HDL	ieu-b-18	multiple sclerosis	0.127661425198564	0.0830954082816008	0.124459068375736	0.127661425198564	0.0476195850405598	0.00734333023726624	-0.0382015411750292	0.208048844007052	0.854313033647507	0.0241406011660202	0.383403752807409	0.000722906901727889	0.000925194875197118	0.0638107214284584	0.0649749019718261	0.326059151050731	0.0614113471610989	0.0662856133431778	0.354204014425613	11
met-c-932	Triglycerides in small VLDL	ieu-b-18	multiple sclerosis	-0.116746897965376	0.0986042753716524	0.236415327322876	-0.116746897965376	0.0655033624783981	0.0746996881717704	0.686558283513944	0.481638683979432	0.154023312132165	-0.0791287115385557	0.089594421200919	0.0156295034890116	0.0592725091487156	-0.0966489648427554	0.0929716972593881	0.298547832226231	-0.0421016159397374	0.113209172492979	0.709973062018638	10
met-c-887	Cholesterol esters in large VLDL	ieu-b-18	multiple sclerosis	-0.163344024347011	0.0859935031358439	0.0574997363854996	-0.163344024347011	0.0713078391159711	0.0219814546267295	-0.321377582290015	0.283216994176231	0.256484375445351	0.0162047029641109	0.556043232177491	0.178591576466958	0.141395946391482	-0.135213985771808	0.101951298240117	0.184753406290913	-0.159759296736816	0.164883117570405	0.332582846857506	8
met-c-942	Total cholesterol in very large HDL	ieu-b-18	multiple sclerosis	0.186381005298616	0.0768323280266354	0.0152740587908946	0.186381005298616	0.0629351166945827	0.00306165705594573	-0.0542423858998601	0.374616498199678	0.884873172562878	0.0282064608680296	0.510679360339017	0.176844569732078	0.143997803218566	0.0999526015955421	0.0842560461629465	0.235505467645634	0.0745518476788935	0.0964594011414808	0.43959152619453	7
met-c-899	Cholesterol esters in medium HDL	ieu-b-18	multiple sclerosis	0.0920808799670354	0.146600592460877	0.529933751077635	0.0920808799670354	0.0878587289614013	0.294612744226016	0.0789891533300049	0.481260363250062	0.869628985543001	0.00152197633749727	0.976817172156898	0.0250685136097252	0.0110244650970114	0.0595637307217156	0.102237803620175	0.560162695427209	0.0519410648901324	0.107471660990585	0.62888266651209	5
met-c-941	Mean diameter for VLDL particles	ieu-b-18	multiple sclerosis	-0.106359833363252	0.110887027558393	0.337471643140529	-0.106359833363252	0.0755306454890507	0.159081347512532	-0.254905484702528	0.486202009372124	0.60008452739417	0.0189309211743211	0.752707353944266	0.0348957933526922	0.0215235099489322	-0.136380044729643	0.109042280134921	0.211041055340191	-0.153334671542266	0.146620439274166	0.295656479904055	8
met-c-888	Free cholesterol in large VLDL	ieu-b-18	multiple sclerosis	-0.127528714208251	0.109762862700757	0.245293689984166	-0.127528714208251	0.0770335217136383	0.0978238557201407	0.12379655000748	0.428631343815762	0.772720473741769	-0.025400049398762	0.542924815918706	0.039043547715563	0.0309063946457431	-0.159485811617934	0.111734316677086	0.153474304627491	-0.221284951508548	0.148881530509481	0.137195644269096	9
met-c-912	Total lipids in medium VLDL	ieu-b-18	multiple sclerosis	-0.039936960497758	0.0813332814775824	0.623406279026698	-0.039936960497758	0.0765012631365511	0.601640286330948	0.352735917995745	0.338688577377555	0.297654832504062	-0.0358564619188339	0.233155017173695	0.340399451098647	0.380247583503941	-0.0679379442682795	0.102618966390172	0.507945063754569	-0.0928125392377792	0.154868613429856	0.548973798420333	8
met-c-843	Apolipoprotein B	ieu-b-18	multiple sclerosis	0.0036205018532928	0.0953010297628622	0.969695523495652	0.0036205018532928	0.0510852724808053	0.943499839624099	-0.0119164689244238	0.170854441616014	0.944395571788585	0.00240477735837303	0.910752265270748	0.0000701039537949321	0.0000345499935231091	-0.139992350133153	0.0758263520572641	0.0648598423447676	-0.134497240141173	0.07568217390914	0.0755464654679735	12
met-c-954	Concentration of very small VLDL particles	ieu-b-18	multiple sclerosis	0.0269418920108417	0.101614108530841	0.79090216543932	0.0269418920108417	0.0560274538397766	0.630609272655113	0.634642103922737	0.314726331114045	0.0437488941331869	-0.0625765509660614	0.0437573228317145	0.0000879581183137029	0.00242106493087285	-0.00450531278403463	0.0845105497233682	0.95748439058801	0.0192616398428669	0.110161539167208	0.86119825009848	13
met-c-916	Mono-unsaturated fatty acids	ieu-b-18	multiple sclerosis	-0.0352280213066931	0.102485021811659	0.731043148130079	-0.0352280213066931	0.0933535228089914	0.705905006652887	-0.64766280474606	0.600017660716825	0.280406672178551	0.0704281204083855	0.300411737253581	0.306075510560289	0.308259359645725	-0.0143322123226874	0.105537909817693	0.891978161304747	-0.0163391396505312	0.107042095293026	0.878680453484778	4
met-c-849	Citrate	ieu-b-18	multiple sclerosis	-0.0232926185333366	0.101042013160416	0.817684543327454	-0.0232926185333366	0.101042013160416	0.817684543327454	1.01683115340351	0.788336148532885	0.197104606208309	-0.090314311817506	0.18339838163986	0.609630877658775	0.973082726618882	0.0268230435145404	0.122624277535505	0.826851259880559	0.0392462033458595	0.142777184481643	0.783410527099533	4
met-c-856	Omega-6 fatty acids	ieu-b-18	multiple sclerosis	0.00171915291781924	0.0630012055804525	0.978230331503286	0.00171915291781924	0.0609301160639986	0.9774905468363	-0.22709395213232	0.161480528445928	0.159627919238608	0.0290904362144669	0.12599950575251	0.380283995655762	0.525626325999431	0.071063228149131	0.0853895186886854	0.405282378384333	0.137588415285448	0.148291730120566	0.353499610421696	8
met-c-938	Tyrosine	ieu-b-18	multiple sclerosis	-0.0398228106422498	0.144713910620504	0.783175633327676	-0.0398228106422498	0.130389147792139	0.760050045898867	-0.551091216755895	0.758309162480782	0.467387171008048	0.0397439770474662	0.489267933696153	0.291769021350328	0.196703245468325	-0.148154634729961	0.150904433475837	0.326209288051144	-0.151437958984034	0.167960477340413	0.367254228041177	3
met-c-944	Free cholesterol in very large HDL	ieu-b-18	multiple sclerosis	0.0932400615687211	0.0641725938941032	0.14623551130757	0.0932400615687211	0.0547936042079245	0.0888192015064326	0.0887001007149326	0.181318335544579	0.624703346248376	0.000550560025057168	0.978470277748896	0.186325946812458	0.132820274515766	0.0765547837013421	0.074679106905679	0.305308227230052	0.0536926079853821	0.0844959747646457	0.525137738497888	11
met-c-950	Concentration of very large VLDL particles	ieu-b-18	multiple sclerosis	-0.142043244591002	0.139188905737832	0.307488098489258	-0.142043244591002	0.101241588530092	0.160613022064602	1.44097916595855	0.651723858988186	0.0270339549503844	-0.149072184101202	0.0139391994074105	0.109070289132801	0.678884801285251	-0.185196980518304	0.134004843947632	0.166966462802554	-0.165974374184165	0.197408282951156	0.400478465309681	5
met-c-917	Other polyunsaturated fatty acids than 18:2	ieu-b-18	multiple sclerosis	0.044461655343027	0.0423562922561499	0.29385329102415	0.044461655343027	0.036859156153506	0.227717991407926	-0.017923083299245	0.0689186802733892	0.794816470019242	0.0133082338999672	0.255667638167183	0.219888683774601	0.249111162692975	0.0114364730534825	0.0418453620659738	0.784620124550589	0.0126653831671042	0.0435895257834421	0.7713876708647	10
met-c-907	Concentration of medium LDL particles	ieu-b-18	multiple sclerosis	0.0425186380765468	0.0759209859268467	0.575453509868803	0.0425186380765468	0.0428263722108408	0.320800421928225	0.0327585141298046	0.128241054736952	0.798379551386301	0.00177101006707273	0.923173197086662	0.0000592503063726483	0.0000310879169414469	-0.0126042030777437	0.0682768374105553	0.853539352097906	-0.0811408660753794	0.0633071681861145	0.199947524625013	15
met-c-956	Triglycerides in very small VLDL	ieu-b-18	multiple sclerosis	0.0526030363699042	0.103382893419202	0.610880077179768	0.0526030363699042	0.0602546803737594	0.382656741923511	0.663202296045127	0.382227091714343	0.082723062255337	-0.062076181288818	0.0988361173315626	0.000662065918912048	0.00455576539620019	0.0800466169908782	0.0864139820305728	0.354282006891975	0.053953814901341	0.106685202634753	0.613046814572699	12
met-c-870	Concentration of IDL particles	ieu-b-18	multiple sclerosis	0.037794621279804	0.0875859414236899	0.666094166027197	0.037794621279804	0.0463327037158416	0.414658961494295	-0.0176107038218399	0.15686806660814	0.910613745538348	0.00985161807377724	0.66455223860143	0.0000469449877447812	0.0000300314250545852	-0.0512715063215613	0.0712114990009379	0.471531678674872	-0.108178527292715	0.0649333052944794	0.095714516636809	12
met-c-879	Phospholipids in large HDL	ieu-b-18	multiple sclerosis	0.120571729767332	0.118223692244852	0.307794401057412	0.120571729767332	0.0570065525309582	0.0344256548995362	-0.289115747329153	0.324117856073097	0.372388600151561	0.0634466431806062	0.178523133148351	0.000242011778416096	0.00196627928551703	0.0499131019282644	0.0698900560883175	0.475124537112624	0.0578668434854415	0.069668310908202	0.406196840827783	7
met-c-844	Ratio of bisallylic groups to double bonds	ieu-b-18	multiple sclerosis	0.00558124265329252	0.0434938716016143	0.897893754153477	0.00558124265329252	0.0434938716016143	0.897893754153477	0.0257643780987623	0.0890272479545228	0.772276218576307	-0.0062962300347898	0.794998662857141	0.829399509817151	0.664970605646055	0.00905303758424071	0.0446118097098978	0.83919039305698	0.00959557314179021	0.0457215672719068	0.833769345257395	4
met-c-925	Total lipids in small LDL	ieu-b-18	multiple sclerosis	0.076105910583405	0.0749016684022256	0.309592415143242	0.076105910583405	0.046801137661226	0.103916656438497	-0.00192974861131699	0.129174814941831	0.988080808517223	0.0129504063622342	0.454019661660607	0.00216079149957392	0.00207883491380128	-0.0410069327654	0.0767247240161233	0.593017576232492	-0.128147534763416	0.071725304474566	0.0739951584302188	13
met-c-848	Average number of methylene groups in a fatty acid chain	ieu-b-18	multiple sclerosis	-0.00387266801157786	0.104243170412855	0.97036514346098	-0.00387266801157786	0.0671293350708906	0.953995836093173	-0.182862946111178	0.488843064918787	0.708350075312617	0.038594549596317	0.702749745978249	0.0896890060400362	0.0401920468588176	-0.0150203400298927	0.0700714722265107	0.830268343490197	-0.0503510173547079	0.0715289894486882	0.481479712699689	3
met-c-900	Free cholesterol in medium HDL	ieu-b-18	multiple sclerosis	0.0174605048836915	0.15839918963026	0.912226158545016	0.0174605048836915	0.0909296115798452	0.847724808831475	0.145942901482602	0.516689982158667	0.777592818164198	-0.0152680645052914	0.789056374420722	0.0279438273979794	0.0123442720868686	0.0926987589163474	0.103478705442799	0.370346505947145	0.091470867695884	0.109058864501284	0.401621219010981	4
met-c-860	Glutamine	ieu-b-18	multiple sclerosis	-0.0428006463467221	0.102994819588629	0.677731155251814	-0.0428006463467221	0.0789586116118979	0.587774195184877	-0.164880048931441	0.213764976928651	0.440520477036873	0.0161849036669113	0.504036447011142	0.146502515862882	0.115347164973778	-0.0728650768931264	0.088599924517011	0.410846075199772	-0.0863639228074934	0.0930017437291515	0.353082465923702	5
met-c-886	Total cholesterol in large VLDL	ieu-b-18	multiple sclerosis	-0.18669497005333	0.0933136738941708	0.0454220685695297	-0.18669497005333	0.0759441930971066	0.013958954457623	-0.259258098410893	0.45835950859996	0.571650952428865	0.00725360203686056	0.871097530216183	0.15859618561461	0.104321972979533	-0.181456773150999	0.10572312002212	0.0860999119970277	-0.2497617924023	0.162301474899757	0.123834649691799	8
met-c-852	22:6, docosahexaenoic acid	ieu-b-18	multiple sclerosis	0.116842760468709	0.0881306364468858	0.184909100946452	0.116842760468709	0.0881306364468858	0.184909100946452	0.0791270903313516	0.519300054939622	0.878893080749584	0.00442871621036459	0.941053948611856	0.482769905834254	0.293439614207089	0.116177874023837	0.109242315535796	0.287560777435587	0.0852795396465468	0.129286129033622	0.50949859413236	4
met-c-862	Glycoproteins	ieu-b-18	multiple sclerosis	0.0065709058282092	0.0570561049392972	0.908313791238007	0.0065709058282092	0.0350081690777503	0.851114685603038	0.00795513276252792	0.0914351599316235	0.930669131469713	-0.000419973304914707	0.983787448298347	0.00651257234839182	0.00341914972484541	0.0160480136609536	0.0378897167624615	0.671897412385415	0.0121394947404541	0.0381226092724574	0.750156551350744	9
met-c-931	Phospholipids in small VLDL	ieu-b-18	multiple sclerosis	-0.102247044960191	0.0880556698010589	0.245575344845497	-0.102247044960191	0.0657618441805912	0.119991790471428	0.0194479886305527	0.39804931218076	0.961032269135692	-0.0123449369673061	0.753219608190629	0.0640853627987896	0.0432535480200362	-0.0945446415830912	0.0930280334713908	0.309485263313138	-0.0386719807809501	0.119338160264504	0.745897325840221	10
met-c-911	Free cholesterol in medium VLDL	ieu-b-18	multiple sclerosis	0.0149894123409692	0.0825735712933813	0.855953185050438	0.0149894123409692	0.0683612472145998	0.826441533931009	-0.0995741254769534	0.348149113724796	0.774870468042275	0.0105558545463717	0.733980365383098	0.156758552326301	0.113778979772053	-0.0501647178632113	0.0957562595912528	0.600362524969889	-0.0563472447514863	0.153258997599262	0.713126567052915	10
met-c-868	Free cholesterol in IDL	ieu-b-18	multiple sclerosis	0.0287914887698494	0.0831455905661856	0.729133800898313	0.0287914887698494	0.0445014185786777	0.517645455135388	-0.0202398742399021	0.133739477634845	0.879709040703802	0.00880960412327772	0.631527248871258	0.0000669768685822094	0.0000456968701593599	-0.0654449738451965	0.0651356968343747	0.315018114636145	-0.102664259411405	0.0614128597184762	0.0945822675632257	12
met-c-908	Phospholipids in medium LDL	ieu-b-18	multiple sclerosis	0.0325136300248087	0.0815467332630649	0.690105705751121	0.0325136300248087	0.0462159100393501	0.481734268080182	-0.0796467735138416	0.12930968073958	0.537935300670788	0.0221994369762462	0.266963167111861	0.000329534075400821	0.000712015849234606	-0.100169385755877	0.0688070741138799	0.145447725846546	-0.107055202142766	0.0648611166842465	0.0988346354977136	12
met-c-891	Phospholipids in large VLDL	ieu-b-18	multiple sclerosis	-0.217798079025044	0.0866825401506458	0.0119846981039066	-0.217798079025044	0.0762556283227427	0.00428802465674688	-0.0646020634071735	0.362256462997338	0.858461937385342	-0.0156149717816767	0.661904758000399	0.24942815813954	0.187182715223768	-0.219914327330155	0.105089099630126	0.0363807301741017	-0.243480448699389	0.160107614512208	0.128327613179256	8
met-c-946	Concentration of very large HDL particles	ieu-b-18	multiple sclerosis	0.142653695189771	0.0854420793496433	0.0949994584285058	0.142653695189771	0.0538856307863758	0.00811272532702456	0.207719600418473	0.266412124119229	0.43557175008727	-0.00872126513187609	0.794746050527666	0.0139147325086391	0.00791084326696539	0.0925161930345956	0.0730434119758397	0.205301254743496	0.0721812544227558	0.078234914897525	0.356204221580099	8
met-c-845	Ratio of bisallylic groups to total fatty acids	ieu-b-18	multiple sclerosis	0.0298832332523942	0.0456925475937896	0.513107475164213	0.0298832332523942	0.0456925475937896	0.513107475164213	0.0268035030659278	0.0787693211508051	0.733646838984661	0.000804794379530354	0.961716973371654	0.881934034131508	0.759172583139834	0.0328610225572329	0.0471771293289107	0.486087201165841	0.0331380913087667	0.0480503389392955	0.490412024428416	5
met-c-951	Phospholipids in very large VLDL	ieu-b-18	multiple sclerosis	-0.176103506921044	0.111733086428853	0.115000718667247	-0.176103506921044	0.0845325555817037	0.0372272987682723	-0.135052978861362	0.533819159253666	0.800272944557547	-0.00400828315711698	0.937079214377673	0.0932555033811337	0.0573002694672841	-0.207087107190701	0.120727980341442	0.0862865919808509	-0.253327713241518	0.162629576689368	0.11930493229077	8
met-c-928	Free cholesterol in small VLDL	ieu-b-18	multiple sclerosis	-0.0015379135359307	0.123785485107532	0.99008732002807	-0.0015379135359307	0.0628495270454943	0.980477895718369	0.588580241315087	0.466893294037817	0.207441761657764	-0.0628715176168223	0.191021469407624	0.0000276148940771082	0.000156828621846717	-0.0734427320967771	0.0955732633124816	0.442223253571685	-0.0378348673625474	0.134515011268498	0.77850428683074	11
met-c-878	Concentration of large HDL particles	ieu-b-18	multiple sclerosis	0.121550210373666	0.112755530075416	0.281034749742895	0.121550210373666	0.0548387756196593	0.0266571977788846	-0.244216277397802	0.324977135140056	0.452359279019856	0.0587231695902173	0.232226323041503	0.00029207542658545	0.00140217161105415	0.0495556993108801	0.068378729238837	0.468621430023207	0.0568161104210885	0.0679819759369202	0.403294119840728	7
met-c-923	Triglycerides in small HDL	ieu-b-18	multiple sclerosis	-0.143355716900152	0.186208929247768	0.441380042472857	-0.143355716900152	0.0758468087403976	0.0587487061120702	-0.0486179129875357	0.747043070079744	0.948109931342222	-0.00975236324688597	0.895249678167846	0.000000477669169515798	0.000000178125335326083	-0.109295949604193	0.104853880964541	0.297242778845245	-0.116374898857836	0.105978868788602	0.272162872753205	8
met-c-921	Total lipids in small HDL	ieu-b-18	multiple sclerosis	-0.150736130606963	0.0681349521336874	0.0269447513431868	-0.150736130606963	0.0681349521336874	0.0269447513431868	-0.329137988673863	0.174252230153807	0.0589106510955595	0.0242026370439143	0.265976643320559	0.703030674581322	0.782916026392281	-0.15477223388403	0.0843398025017731	0.0664904131998885	-0.175836462270137	0.101925358880156	0.084500568539946	6
met-c-893	18:2, linoleic acid (LA)	ieu-b-18	multiple sclerosis	-0.058017710874656	0.0544941339560101	0.287029931902592	-0.058017710874656	0.0544941339560101	0.287029931902592	-0.353468109233441	0.135848506590743	0.00927011604931027	0.0384866471230256	0.0175847340430986	0.456796980165075	0.952445256191904	-0.0503948942921506	0.0750170948601216	0.50172452420805	-0.00926162566636113	0.107104221162229	0.931090401097398	9
met-c-877	Total lipids in large HDL	ieu-b-18	multiple sclerosis	0.124377257497456	0.111938368561589	0.266515556656328	0.124377257497456	0.0547162570196961	0.023018245564421	-0.224334453936929	0.331908694433011	0.499109174027917	0.0560156766200334	0.265591666592187	0.000325567218901206	0.00118471727540501	0.0506421022847208	0.0687043783364712	0.461060609735441	0.0593095649116393	0.0686496838644444	0.387617994605094	7
met-c-871	Phospholipids in IDL	ieu-b-18	multiple sclerosis	0.043001772901375	0.0765122224384862	0.574099065443662	0.043001772901375	0.0448831950826713	0.3380215057555	-0.0311827082538623	0.124343322761686	0.801984890657562	0.0124123785450979	0.4448507451458	0.000199424728538586	0.000204735734165877	-0.0515600877870194	0.0677766858188618	0.446815447132319	-0.111503760854531	0.0621246320830626	0.0726792311170894	15
met-c-905	Cholesterol esters in medium LDL	ieu-b-18	multiple sclerosis	0.0676900846810917	0.0659321611364313	0.30457936086931	0.0676900846810917	0.0419147165022314	0.106321971291015	-0.0378663774466472	0.102516156981417	0.711852068337561	0.0201038356269085	0.186408934883371	0.00166087763625985	0.00393468238239114	-0.00665364589003667	0.0673381335630785	0.921289542223211	-0.0867115817089937	0.0603216400908021	0.150579625191128	15
met-c-949	Total lipids in very large VLDL	ieu-b-18	multiple sclerosis	-0.153899828898438	0.154791233880981	0.320105433194641	-0.153899828898438	0.11033829815297	0.16307623919456	1.01029203229263	0.544727055805423	0.0636425511699406	-0.107938344001205	0.0290768369058558	0.116365028793109	0.565201372540988	-0.188621196478685	0.138133547315606	0.172096322314024	-0.24036643904859	0.222545657003946	0.280107906032211	4
met-c-915	Triglycerides in medium VLDL	ieu-b-18	multiple sclerosis	-0.138065573304074	0.143304837565286	0.335326898788661	-0.138065573304074	0.0849887272772215	0.104265663143146	0.800746945851742	0.771804273648498	0.299502888506496	-0.07983840290554	0.216323365642047	0.00578525831639696	0.0145190158281056	-0.0870832988346992	0.125245049806869	0.486865234643656	0.0336288592911336	0.154541163890278	0.827737244772643	8
met-c-869	Total lipids in IDL	ieu-b-18	multiple sclerosis	0.0671361531469887	0.0890003213228993	0.450647445138872	0.0671361531469887	0.0439851015338673	0.126925589427783	-0.0781113589609679	0.14219890186961	0.582792339006267	0.0246049382173101	0.197162996559066	0.000000825750421884318	0.0000051586944266238	-0.0462029657210452	0.0697801980858083	0.507893391958224	-0.0893915198448358	0.062916242672874	0.155374345648037	14
met-c-884	Concentration of large LDL particles	ieu-b-18	multiple sclerosis	0.0165394600106996	0.0760059955076963	0.827735090631793	0.0165394600106996	0.0407973054710306	0.685179324915735	0.0179641096241624	0.124440807413578	0.885217250365761	-0.000253696967072601	0.988210841973928	0.00000551591939921103	0.00000274533753437258	-0.0267519021266104	0.0621321322421425	0.666784921750193	-0.0676493238238207	0.0595386331448765	0.255862126398308	16
met-c-896	Mean diameter for LDL particles	ieu-b-18	multiple sclerosis	0.023157726169771	0.0637065877881805	0.716226940240785	0.023157726169771	0.0637065877881805	0.716226940240785	-0.0876193534371178	0.170429530406971	0.607175793653584	0.0135537478692219	0.483435174263809	0.838745749395112	0.811355952331465	0.0057391753440169	0.077583228012174	0.941030728592828	0.00905251791865974	0.0854474432835954	0.915627953622968	7
met-c-934	Serum total triglycerides	ieu-b-18	multiple sclerosis	-0.153450715603052	0.0915336975324687	0.0936521170476161	-0.153450715603052	0.0689848234851586	0.0261206919857124	0.0373548791995711	0.480271009304056	0.938004049556036	-0.0190921493754747	0.685038061358099	0.0795865218943199	0.0555952613269451	-0.112583952183561	0.0974679462320932	0.248054824033484	-0.0797137626206961	0.141817501192947	0.574056798808058	9
met-c-875	Cholesterol esters in large HDL	ieu-b-18	multiple sclerosis	0.0893511192677702	0.087735612317373	0.308481558252565	0.0893511192677702	0.0494316845377882	0.0706737998623326	0.0329090033400967	0.238204516731539	0.890118388792212	0.00890587939563692	0.79675423488052	0.0014367535698655	0.000769655395277877	0.0618799730978781	0.0633684604870144	0.328811499748513	0.0443621341617431	0.0637640606755725	0.486602214912493	9
met-c-897	Leucine	ieu-b-18	multiple sclerosis	0.0972140355043392	0.11553313473255	0.400102286387706	0.0972140355043392	0.11553313473255	0.400102286387706	1.07607121414387	0.776687417332521	0.16591112166332	-0.091874595291561	0.202494617634948	0.412901079392719	0.703550870756046	0.116429163797849	0.129377057900949	0.368162160069474	0.201506334088842	0.155035310028873	0.193688458917903	3
met-c-858	Free cholesterol	ieu-b-18	multiple sclerosis	0.10036925768496	0.0907826130132198	0.268899686307521	0.10036925768496	0.0514427917305534	0.0510469390073108	0.0233435603588447	0.229199548902603	0.918877170409128	0.0115846998666742	0.711244188636172	0.00160748106264116	0.000954801775211464	0.084420182589034	0.080439110945795	0.29395185445197	0.0474360185233796	0.125675977001621	0.705841455993693	9
met-c-901	Total lipids in medium HDL	ieu-b-18	multiple sclerosis	-0.0571176155017841	0.151032309148193	0.705295815387462	-0.0571176155017841	0.099286589634586	0.565101766911595	0.932131805267294	0.688602534154114	0.175845756354377	-0.112793076988909	0.143651177966383	0.0737721024454529	0.186851844168872	-0.0198138929697214	0.120344720923615	0.869225133832452	0.0684874151641539	0.130017445473321	0.598363331946292	4
